id|company_id|services_scope_cn|service_hotline|email|address_cn|added_detail_cn|tips_cn
009-041-1668-2893|009-041-1668|貴賓室: 環亞機場貴賓室 (東大堂)|2871 9797||離港層(L6)近1號登機閘口|RJ|http://www.rj.com/
009-041-1669-2894|009-041-1669|訂位電話|3068 9972|||S7|http://www.s7.ru/
009-041-1669-2895|009-041-1669|一般查詢|2180 2180|||S7|http://www.s7.ru/
009-041-1669-2896|009-041-1669|貴賓室: 香港航空貴賓室 - 遨堂  |2366 9200||T1中場客運廊離港層(L7)近201至230號登機閘口|S7|http://www.s7.ru/
009-041-1670-2897|009-041-1670|訂位電話|(+800) 938 680|||TR|http://www.flyscoot.com/
009-041-1670-2898|009-041-1670|一般查詢|2180 2180|||TR|http://www.flyscoot.com/
009-041-1671-2899|009-041-1671|訂位電話|(+86) 531 95369|||SC|http://www.sda.cn/
009-041-1671-2900|009-041-1671|一般查詢|2216 1088|||SC|http://www.sda.cn/
009-041-1672-2901|009-041-1672|訂位電話|2861 1898|||FM|http://www.ceair.com/fm.html
009-041-1672-2902|009-041-1672|一般查詢|2216 1088|||FM|http://www.ceair.com/fm.html
009-041-1673-2903|009-041-1673|訂位電話|2545 2345|||ZH|http://www.shenzhenair.com/
009-041-1673-2904|009-041-1673|一般查詢|2180 2180|||ZH|http://www.shenzhenair.com/
009-041-1673-2905|009-041-1673|貴賓室: 銀刃貴賓室 |2769 8161||離港層(L6)近5號登機閘口|ZH|http://www.shenzhenair.com/
009-041-1673-2906|009-041-1673|貴賓室: 聯合航空貴賓室  |2122 8268||離港層(L7)近60號登機閘口|ZH|http://www.shenzhenair.com/
009-041-1674-2907|009-041-1674|一般查詢|2216 1088|||3U|http://www.scal.com.cn/
009-041-1675-2908|009-041-1675|訂位電話|2520 2233|||SQ|http://www.singaporeair.com/
009-041-1675-2909|009-041-1675|一般查詢|2216 1088|||SQ|http://www.singaporeair.com/
009-041-1675-2910|009-041-1675|貴賓室: 銀刃貴賓室 |2769 8161||離港層(L6)近5號登機閘口|SQ|http://www.singaporeair.com/
009-041-1675-2911|009-041-1675|貴賓室: 聯合航空貴賓室  |2122 8268||離港層(L7)近60號登機閘口|SQ|http://www.singaporeair.com/
009-041-1676-2912|009-041-1676|訂位電話|3705 6324|||SG|http://www.spicejet.com/
009-041-1676-2913|009-041-1676|一般查詢|3902 9000|||SG|http://www.spicejet.com/
009-041-1677-2914|009-041-1677|訂位電話|2317 7699|||9C|http://www.china-sss.com/
009-041-1677-2915|009-041-1677|一般查詢|3902 9000|||9C|http://www.china-sss.com/
009-041-1678-2916|009-041-1678|訂位電話|2846 6310|||LX|http://www.swiss.com/
009-041-1678-2917|009-041-1678|一般查詢|2216 1088|||LX|http://www.swiss.com/
009-041-1678-2918|009-041-1678|貴賓室: 銀刃貴賓室 |2769 8161||離港層(L6)近5號登機閘口|LX|http://www.swiss.com/
009-041-1678-2919|009-041-1678|貴賓室: 聯合航空貴賓室  |2122 8268||離港層(L7)近60號登機閘口|LX|http://www.swiss.com/
009-041-1679-2920|009-041-1679|訂位電話|(+82) 1688 8686|||TW|http://www.twayair.com/
009-041-1679-2921|009-041-1679|一般查詢|2180 2180|||TW|http://www.twayair.com/
009-041-1680-2922|009-041-1680|一般查詢|3902 9000|||FD|http://www.airasia.com/
009-041-1681-2923|009-041-1681|訂位電話|2179 7777|||TG|http://www.thaiair.com/
009-041-1681-2924|009-041-1681|一般查詢|3902 9000|||TG|http://www.thaiair.com/
009-041-1681-2925|009-041-1681|貴賓室: 銀刃貴賓室 |2769 8161||離港層(L6)近5號登機閘口|TG|http://www.thaiair.com/
009-041-1681-2926|009-041-1681|貴賓室: 聯合航空貴賓室  |2122 8268||離港層(L7)近60號登機閘口|TG|http://www.thaiair.com/
009-041-1682-2927|009-041-1682|訂位電話|(+66) 2118 8888|||WE|http://www.thaismileair.com/
009-041-1682-2928|009-041-1682|一般查詢|3902 9000|||WE|http://www.thaismileair.com/
009-041-1682-2929|009-041-1682|貴賓室: 環亞機場貴賓室–小休, 貴賓室, 淋浴|2656 1928||離港層 (L6) 近35號登機閘口|WE|http://www.thaismileair.com/
009-041-1682-2930|009-041-1682|貴賓室: 環亞機場貴賓室 (西大堂)   |2261 0890||離港層(L7)近60號登機閘口|WE|http://www.thaismileair.com/
009-041-1683-2931|009-041-1683|訂位電話|2861 3111|||TK|http://www.turkishairlines.com/
009-041-1683-2932|009-041-1683|一般查詢|3902 9000|||TK|http://www.turkishairlines.com/
009-041-1683-2933|009-041-1683|貴賓室: 銀刃貴賓室 |2769 8161||離港層(L6)近5號登機閘口|TK|http://www.turkishairlines.com/
009-041-1683-2934|009-041-1683|貴賓室: 聯合航空貴賓室  |2122 8268||離港層(L7)近60號登機閘口|TK|http://www.turkishairlines.com/
009-041-1684-2935|009-041-1684|訂位電話|2810 4888|||UA|http://www.united.com/
009-041-1684-2936|009-041-1684|一般查詢|2810 4888|||UA|http://www.united.com/
009-041-1684-2937|009-041-1684|貴賓室: 銀刃貴賓室 |2769 8161||離港層(L6)近5號登機閘口|UA|http://www.united.com/
009-041-1684-2938|009-041-1684|貴賓室: 聯合航空貴賓室  |2122 8268||離港層(L7)近60號登機閘口|UA|http://www.united.com/
009-041-1685-2939|009-041-1685|訂位電話|(+84) 1900 1886|||VJ|http://www.vietjetair.com/
009-041-1685-2940|009-041-1685|一般查詢|3902 9000|||VJ|http://www.vietjetair.com/
009-041-1685-2941|009-041-1685|貴賓室: 香港航空貴賓室 - 遨堂  |2366 9200||T1中場客運廊離港層(L7)近201至230號登機閘口|VJ|http://www.vietjetair.com/
009-041-1686-2942|009-041-1686|一般查詢|3902 9000|||VN|http://www.vietnamairlines.com/
009-041-1687-2943|009-041-1687|訂位電話|2532 3000|||VS|http://www.virginatlantic.com/
009-041-1687-2944|009-041-1687|一般查詢|2216 1088|||VS|http://www.virginatlantic.com/
009-041-1687-2945|009-041-1687|貴賓室: 環亞優逸庭  |2261 0888||離港層(L6)近1號登機閘口|VS|http://www.virginatlantic.com/
009-041-1688-2946|009-041-1688|訂位電話|2529 8818|||MF|http://www.xiamenair.com/cn/en/
009-041-1688-2947|009-041-1688|一般查詢|2216 1088|||MF|http://www.xiamenair.com/cn/en/
009-042-1689-2948|009-042-1689||2928 8882||香港銅鑼灣百德新街20號恆隆中心601-602|星期一至日：10:00am - 7:00pm |http://www.wingontravel.com/
009-042-1690-2949|009-042-1690|總行|3692 0888||香港銅鑼灣百德新街 2-20號 恆隆中心 7樓 705室||http://www.egltours.com/
009-042-1690-2950|009-042-1690|郵輪中心|36920618||||
009-042-1690-2951|009-042-1690|旅行團||||WhatsApp: 66880086|
009-042-1690-2952|009-042-1690|自由行||||WhatsApp: 66886609|
009-042-1691-2953|009-042-1691|總行|8200 2299||九龍尖沙咀彌敦道118號美麗華酒店商場AR311室|WhatsApp: 69738380|http://www.miramartravel.hk/
009-042-1691-2954|009-042-1691|機票酒店自由行|39600333||||
009-042-1691-2955|009-042-1691|獨立包團|39600368||||
009-042-1691-2956|009-042-1691|租車熱線|39600396||||
009-042-1692-2957|009-042-1692||2804 1188||香港金鐘道95號統一中心一樓商場1002A-C室||https://www.goldjoy.com/
009-042-1693-2958|009-042-1693|總行|2108 8888||香港中環皇后大道中卡佛大廈1101室||http://www.hongthai.com/
009-042-1693-2959|009-042-1693|銅鑼灣分社|2923 7070||銅鑼灣百德新街恆隆中心6字樓605室||
009-042-1693-2960|009-042-1693|銅鑼灣分社 - 機票及酒店部|2923 7078||||
009-042-1693-2961|009-042-1693|銅鑼灣分社 - 郵輪部|2923 7077||||
009-042-1693-2962|009-042-1693|旺角永隆銀行中心分行|29286060||旺角港鐵站永隆銀行中心3字樓301-303室||
009-042-1693-2963|009-042-1693|旺角 - 機票及酒店部|29286070||||
009-042-1693-2964|009-042-1693|旺角 - 郵輪部|29286075||||
009-042-1693-2965|009-042-1693|九龍灣德福廣場分行|29274777||九龍灣德福廣場二期,6樓616舖||
009-042-1693-2966|009-042-1693|九龍灣 - 機票及酒店部|29274777||||
009-042-1693-2967|009-042-1693|九龍灣 - 郵輪部|29274777||||
009-042-1693-2968|009-042-1693|荃灣南豐中心分行|29203030||荃灣港鐵站南豐中心6字樓619室||
009-042-1693-2969|009-042-1693|荃灣 - 機票及酒店部|29203198||||
009-042-1693-2970|009-042-1693|茶會室|29237070||旺角雅蘭中心二期 14 樓 1404-1405 室 (大廈入口設於山東街,臨近港鐵站 E1 出口)||
009-042-1693-2971|009-042-1693|茶會室 - 機票及酒店部|29237078||||
009-042-1693-2972|009-042-1693|茶會室 - 郵輪部|29237078||||
009-042-1694-2973|009-042-1694|總行|2998 7888||香港干諾道中78-83號中旅集團大廈地下||http://www.ctshk.com/
009-042-1694-2974|009-042-1694|港澳碼頭辦事處|2559 2991||香港干諾道中200號信德中心314-315室|星期一至六08:00-20:00； 星期日08:00-18:00|
009-042-1694-2975|009-042-1694|中港城辦事處|2736 1863||九龍尖沙咀廣東道33號中港城1樓14A號舖|星期一至五08:00-18:00, 星期六至日08:00-17:00|
009-042-1694-2976|009-042-1694|紅磡車站辦事處|2334 9333||九龍紅磡暢運道8號港鐵紅磡站大堂E10室|星期一至日06:30-20:00|
009-042-1694-2977|009-042-1694|旺角分社|2998 7888||九龍旺角洗衣街62-72號得寶大廈3樓|星期一至五09:00-20:00, 星期六至日09:00-17:00|
009-042-1695-2978|009-042-1695||3180 9988||香港九龍尖沙咀廣東道28號力寶太陽廣場10樓1009室|星期一至五 9:00am - 6:00pm|https://www.jetour.com.hk/
009-042-1696-2979|009-042-1696|總行|2722 2888||香港銅鑼灣百德新街 2-20號恆隆中心 6樓 609-610室|WhatsApp: 63970681|http://www.sunflower.com.hk/
009-042-1696-2980|009-042-1696|獨立組團部專線|3722-1622||||
009-042-1696-2981|009-042-1696|遊學中心專線|3722-1633||||
009-042-1696-2982|009-042-1696|海外婚禮蜜月服務專線|2722-9233 ||||
009-042-1697-2983|009-042-1697|總行|27811900|charming@charming.mingpao.com|九龍旺角彌敦道639號雅蘭中心一期1908-1909室|星期一至五10:00至17:00|http://www.charming-online.com/cfm/main.cfm
009-042-1697-2984|009-042-1697|銅鑼灣分行|2541 8813|hlc@charming.mingpao.com|銅鑼灣百德新街2-20號恆隆中心6樓606A室||
009-042-1698-2985|009-042-1698|總行|2730 0888||九龍長沙灣荔枝角道777號田氏企業中心2007-11室|WhatsApp: 62002113|http://www.hkst.com/
009-042-1698-2986|009-042-1698|個人遊及特色旅遊專門店|2737 8347||九龍長沙灣荔枝角道777號田氏企業中心2007-11室||
009-042-1698-2987|009-042-1698|歐洲鐵路香港旗艦店 /尖沙咀店|2736 4236||尖沙咀梳士巴利道3號星光行1231室||
009-042-1698-2988|009-042-1698|網上服務部|2730 2800||||
009-042-1698-2989|009-042-1698|獨立包團部|2737 8350||||
009-042-1698-2990|009-042-1698|商務客戶部|2737 8314||||
009-042-1699-2991|009-042-1699|總行|3443 0880||九龍尖沙咀柯士甸道102號1603室||http://www.wwpkg.com.hk/
009-042-1699-2992|009-042-1699|總行 - 郵輪熱線|3443 0708||||
009-042-1699-2993|009-042-1699|總行 - 獨立組團專線 |3443 0070||||
009-042-1699-2994|009-042-1699|總行 - 自遊行專線|3443 0881||||
009-042-1699-2995|009-042-1699|尖沙咀分行|3443 0883||廣東道28號力寶太陽廣場7樓703室 (DFS免稅店旁邊入口上電梯再轉升降機至7樓)||
009-042-1699-2996|009-042-1699|尖沙咀分行 - 自遊行|3443 0881||||
009-043-1700-2997|009-043-1700||5806 1042|cs@hutchgo.com|||https://www.cheaptickets.hk/customer-service
009-043-1701-2998|009-043-1701||3192 0900|||透過電話使用hutchgo.com旅遊顧問的服務訂購需繳付每張機票HK$ 50手續費，服務時間為星期一至六 09:00-19:00|https://www.hutchgo.com.hk/zh-hk/company/contact-us
009-043-1702-2999|009-043-1702||3956 5286|cs@travelliker.com.hk||(服務時間星期一、三、五 09:00-18:00）|https://www.travelliker.com.hk/contactus
009-043-1703-3000|009-043-1703||3077 4857||||https://www.expedia.com.hk/service/
009-043-1704-3001|009-043-1704||5803 6429|||服務時間 08:00-17:00|https://www.gotogate.hk/contact
009-043-1705-3002|009-043-1705||5803 6429|||服務時間 08:00-17:00|https://hk.mytrip.com/rf/contact-us
009-043-1706-3003|009-043-1706||3008 3268||||https://hk.trip.com/help
009-043-1707-3004|009-043-1707||(+44) 2033183942||||https://www.tripair.tw/zhtw/ContactTripair.html
009-043-1708-3005|009-043-1708||91 (080) 40433000|hk@via.com|||https://hk.via.com/_support
009-043-1709-3006|009-043-1709||3462 6208|||星期一至日08:00 – 22:00|http://affiliate.klook.com/redirect?aid=5724&aff_adid=572436&k_site=https%3A%2F%2Fwww.klook.com%2Fzh-HK%2Fask_klook%2F
009-043-1710-3007|009-043-1710||3008 1724||||
010-044-1712-3008|010-044-1712||25461644|info@csshk.edu.hk|香港薄扶林道79B|中西區 / 11校網 / 資助|https://www.csshk.edu.hk
010-044-1713-3009|010-044-1713||25477575|kcobaps4@netvigator.com|香港上環普慶坊40號|中西區 / 11校網 / 資助|https://www.kcobaps2.edu.hk
010-044-1714-3010|010-044-1714||25477468|info@kcobaps1.edu.hk|香港上環必列者士街58號|中西區 / 11校網 / 資助|https://www.kcobaps1.edu.hk
010-044-1715-3011|010-044-1715||25171216|brgps@edb.gov.hk|香港西營盤般咸道9A號|中西區 / 11校網 / 官立|http://www.brgps.edu.hk
010-044-1716-3012|010-044-1716||25472306|info@stlouisps.edu.hk|香港西營盤第三街179號|中西區 / 私立|https://stlouisps.edu.hk
010-044-1717-3013|010-044-1717||25466263|stanthonys@stanthonys.edu.hk|香港薄扶林道69號A|中西區 / 11校網 / 資助|https://www.stanthonys.edu.hk
010-044-1718-3014|010-044-1718||25405088|info@ssgps.edu.hk|香港柏道33號|中西區 / 11校網 / 資助|http://www.ssgps.edu.hk
010-044-1719-3015|010-044-1719||28173325|stcharles@mail.stcharles.edu.hk|香港堅尼地城蒲飛路25號|中西區 / 11校網 / 資助|http://www.stcharles.edu.hk
010-044-1720-3016|010-044-1720||25472751|stclare@scps.school.hk|香港般咸道光景台3-6號|中西區 / 私立|https://scps.edu.hk
010-044-1721-3017|010-044-1721||25483368|mat-mail@hkedcity.net|香港上環新街12-20號|中西區 / 11校網 / 資助|http://www.stmatthew.edu.hk
010-044-1722-3018|010-044-1722||25462624|info@spps.edu.hk|香港西營盤山道88號|中西區 / 11校網 / 資助|https://www.spps.edu.hk
010-044-1723-3019|010-044-1723||25240896|skyps100@yahoo.com.hk|香港中環荷李活道109號|中西區 / 11校網 / 資助|http://www.skhkyps.edu.hk
010-044-1724-3020|010-044-1724||28172305|skhlmcmps1960@yahoo.com.hk|香港西環加惠民道31號|中西區 / 11校網 / 資助|http://www.skhlmcmps.edu.hk
010-044-1725-3021|010-044-1725||37101777|office@spc-ps.edu.hk|香港域多利道777號|中西區 / 直資|https://www.spc-ps.edu.hk
010-044-1726-3022|010-044-1726||25408966|lsps@edb.gov.hk|香港西營盤高街119號|中西區 / 11校網 / 官立|https://www.lsps.edu.hk
010-044-1727-3023|010-044-1727||25465712|swcss@yahoo.com.hk|香港上環居賢坊1號|中西區 / 11校網 / 資助|http://www.swcss.edu.hk
010-044-1728-3024|010-044-1728||21166198|kys-mail@kauyan.edu.hk|香港西營盤高街97B|中西區 / 私立|https://www.kauyan.edu.hk
010-044-1729-3025|010-044-1729||25477618|cms@cms.edu.hk|香港中環律打街|中西區 / 11校網 / 資助|http://www.cms.edu.hk
010-044-1730-3026|010-044-1730||25248301|shcsps12@netvigator.com|香港中環堅道26號|中西區 / 私立|http://www.shcsps.edu.hk
010-044-1731-3027|010-044-1731||25248679|shcs@shcssubs.edu.hk|香港中環堅道26號|中西區 / 11校網 / 資助|https://www.shcs.edu.hk
010-044-1732-3028|010-044-1732||25460369|sch@cwsa.edu.hk|香港上環醫院道2號|中西區 / 11校網 / 資助|https://www.cwsa.edu.hk
010-044-1733-3029|010-044-1733||25372552|office@islandca.edu.hk|香港必列者士街70號|中西區 / 私立|https://www.islandca.edu.hk
010-044-1734-3030|010-044-1734||23367742|info@apsw.edu.hk|九龍紅磡黃埔花園德豐街21號|九龍城 / 35校網 / 資助|http://www.apsw.edu.hk
010-044-1735-3031|010-044-1735||23638989|mail@mtchhb.edu.hk|紅磡灣愛景街3號|九龍城 / 35校網 / 官立|http://www.mtchhb.edu.hk
010-044-1736-3032|010-044-1736||27115548|mtcgps@edb.gov.hk|九龍城福祥街1號|九龍城 / 34校網 / 官立|http://www.mtcgps.edu.hk
010-044-1737-3033|010-044-1737||27112933|infosch@ptps.edu.hk|九龍馬頭涌福祥街3號|九龍城 / 私立|https://www.ptps.edu.hk
010-044-1738-3034|010-044-1738||27142562|puiching@pcps.edu.hk|九龍窩打老道80號|九龍城 / 私立|http://www.pcps.edu.hk
010-044-1739-3035|010-044-1739||27116278|info@cskps.edu.hk|九龍九龍城常盛街22號|九龍城 / 34校網 / 資助|https://www.cskps.edu.hk
010-044-1740-3036|010-044-1740||27600840|fra-mail@hkedcity.net|九龍土瓜灣農圃道8號|九龍城 / 34校網 / 官立|http://www.frgps.edu.hk
010-044-1741-3037|010-044-1741||23343673|info@gcewps.edu.hk|九龍紅磡黃埔花園德安街30號|九龍城 / 35校網 / 資助|http://www.gcewps.edu.hk
010-044-1742-3038|010-044-1742||23372058|infoam@bishopwalsh.edu.hk|九龍聯合道150號|九龍城 / 41校網 / 資助|http://www.bishopwalsh.edu.hk
010-044-1743-3039|010-044-1743||23362933|pri@st-johannes.edu.hk|九龍九龍塘窩打老道143號|九龍城 / 私立|https://www.st-johannes.edu.hk
010-044-1744-3040|010-044-1744||23382807|srolsp@srols.edu.hk|九龍基堤道4號|九龍城 / 34校網 / 資助|http://www.srols.edu.hk
010-044-1745-3041|010-044-1745||23625953|mail@stps.edu.hk|九龍紅磡鶴園街14及19號|九龍城 / 35校網 / 資助|http://www.stps.edu.hk
010-044-1746-3042|010-044-1746||23204931|skhhcinfo@gmail.com|九龍九龍城沐虹街9號|九龍城 / 34校網 / 資助|https://www.skhhcps.edu.hk
010-044-1747-3043|010-044-1747||23332313|office@hcps.edu.hk|九龍土瓜灣貴州街14號|九龍城 / 34校網 / 資助|https://www.hcps.edu.hk
010-044-1748-3044|010-044-1748||27123094|info@gsps.edu.hk|九龍土瓜灣馬頭圍道171號|九龍城 / 34校網 / 資助|http://www.gsps.edu.hk
010-044-1749-3045|010-044-1749||27648909|fungkei@fungkei.edu.hk|九龍紅磡黃埔花園德定街4號|九龍城 / 35校網 / 資助|https://www.fungkei.edu.hk
010-044-1750-3046|010-044-1750||23627123|fkmps@fkmps.edu.hk|紅磡黃埔花園德定街2號|九龍城 / 35校網 / 資助|https://www.fkmps.edu.hk
010-044-1751-3047|010-044-1751||27110928|htps@htps.edu.hk|九龍城富寧街57號|九龍城 / 私立|http://www.htps.edu.hk
010-044-1752-3048|010-044-1752||23362115|iushan@iushan.edu.hk|九龍嘉林邊道24號|九龍城 / 41校網 / 資助|https://www.iushan.edu.hk
010-044-1753-3049|010-044-1753||27688411|agp@faog.org.hk|九龍亞皆老街123號|九龍城 / 私立|https://www.pskg.faog.org.hk/ps/
010-044-1754-3050|010-044-1754||23360611|mcsps@mcsps.edu.hk|九龍窩打老道130號|九龍城 / 41校網 / 資助|http://www.mcsps.edu.hk
010-044-1755-3051|010-044-1755||27151011|info@semops.edu.hk|九龍土瓜灣天光道24號|九龍城 / 34校網 / 資助|http://www.semops.edu.hk
010-044-1756-3052|010-044-1756||23648375|info@ops.edu.hk|九龍土瓜灣順風街1號|九龍城 / 34校網 / 資助|http://www.ops.edu.hk
010-044-1757-3053|010-044-1757||36553400|primary@munsang.edu.hk|九龍九龍城東寶庭道8號|九龍城 / 私立|https://primary.munsang.edu.hk/
010-044-1758-3054|010-044-1758||31594200|dbspd@dbs.edu.hk|九龍旺角亞皆老街131號|九龍城 / 直資|http://www.dbspd.edu.hk
010-044-1759-3055|010-044-1759||23361448|dps002@dps.edu.hk|九龍九龍塘志士達道1號|九龍城 / 41校網 / 資助|http://www.dps.edu.hk
010-044-1760-3056|010-044-1760||23624448|info@hacs.edu.hk|九龍紅磡鶴園街21號|九龍城 / 35校網 / 資助|http://www.hacs.edu.hk
010-044-1761-3057|010-044-1761||27139233|info@lingto.edu.hk|九龍何文田俊民苑|九龍城 / 34校網 / 資助|http://www.lingto.edu.hk
010-044-1762-3058|010-044-1762||27121543|info@hhlps.edu.hk|九龍土瓜灣炮仗街39號|九龍城 / 34校網 / 資助|http://www.hhlps.edu.hk
010-044-1763-3059|010-044-1763||23365981|admin@holyfamilykt.edu.hk|九龍塘添福路8號|九龍城 / 41校網 / 資助|http://www.holyfamilykt.edu.hk
010-044-1764-3060|010-044-1764||23821035|head@hfkc.edu.hk|九龍城聯合道102號|九龍城 / 41校網 / 資助|http://www.hfkc.edu.hk
010-044-1765-3061|010-044-1765||23362609|lasalleprimary@la-salle.edu.hk|九龍喇沙利道1D|九龍城 / 41校網 / 資助|https://www.la-salle.edu.hk
010-044-1766-3062|010-044-1766||23360266|cps@creativeprisch.edu.hk|九龍九龍塘牛津道2號A|九龍城 / 私立|https://www.creativeprisch.edu.hk
010-044-1767-3063|010-044-1767||27112440|hycsa@hycs.edu.hk|九龍公主道7號|九龍城 / 34校網 / 資助|http://www.hycs.edu.hk
010-044-1768-3064|010-044-1768||27111263|hyps@hyps.mysch.net|九龍土瓜灣農圃道1號|九龍城 / 34校網 / 資助|http://www.hyps.edu.hk
010-044-1769-3065|010-044-1769||27121270|email@plklmceps.edu.hk|土瓜灣上鄉道24號及農圃道2號|九龍城 / 直資|http://plklmceps.edu.hk
010-044-1770-3066|010-044-1770||23262627|plkshsn@yahoo.com.hk|九龍九龍城沐虹街11號|九龍城 / 34校網 / 資助|https://www.plkhsn.edu.hk
010-044-1771-3067|010-044-1771||27111232|eps-mail@hkedcity.net|九龍盛德街36-38號|九龍城 / 34校網 / 資助|https://www.eps.edu.hk
010-044-1772-3068|010-044-1772||23360662|info@ktlsps.edu.hk|九龍窩打老道115號|九龍城 / 私立|http://www.ktlsps.edu.hk
010-044-1773-3069|010-044-1773||23846904|lpp-mail@hkedcity.net|九龍衛理道33號|九龍城 / 34校網 / 資助|https://www.kwwclpms.edu.hk
010-044-1774-3070|010-044-1774||23361047|office@apskt.edu.hk|九龍塘蘭開夏道2號|九龍城 / 私立|http://www.apskt.edu.hk
010-044-1775-3071|010-044-1775||23360991|klntgps@edb.gov.hk|九龍塘添福道六號|九龍城 / 41校網 / 官立|http://www.klntong.edu.hk
010-044-1776-3072|010-044-1776||23363802|info@ktsps.edu.hk|九龍九龍塘金巴倫道2721地段|九龍城 / 私立|https://www.ktsps.edu.hk
010-044-1777-3073|010-044-1777||23373768|mail@ktbwcs.edu.hk|九龍延文禮士道39號|九龍城 / 41校網 / 資助|http://www.ktbwcs.edu.hk
010-044-1778-3074|010-044-1778||27147000|ktkc@school.hk|九龍城靠背壟道170號|九龍城 / 34校網 / 資助|https://ktkc.edu.hk
010-044-1779-3075|010-044-1779||22676676|kwpskt@kwpskt.edu.hk|九龍九龍塘牛津道1B|九龍城 / 41校網 / 資助|http://www.kwpskt.edu.hk
010-044-1780-3076|010-044-1780||24481011|lskps@hkfyg.org.hk|新界元朗天水圍天榮路11號|元朗區 / 72校網 / 資助|https://www.lskps.edu.hk
010-044-1781-3077|010-044-1781||24463018|cyps_mail@yahoo.com.hk|新界天水圍天耀邨第三期|元朗區 / 72校網 / 資助|http://www.cyps.edu.hk
010-044-1782-3078|010-044-1782||24708080|info@xpypssc.edu.hk|新界天水圍天秀路25號天富苑|元朗區 / 72校網 / 資助|https://www.xpypssc.edu.hk
010-044-1783-3079|010-044-1783||23420555|info@hksasps.edu.hk|元朗天水圍天業路2號|元朗區 / 72校網 / 資助|https://www.hksasps.edu.hk
010-044-1784-3080|010-044-1784||31570630|stfawmtps@eservices.hkedcity.net|新界天水圍天恆邨|元朗區 / 72校網 / 資助|http://www.stfawmtps.edu.hk
010-044-1785-3081|010-044-1785||24762505|css_info@chungsing.edu.hk|新界元朗舊墟路29號|元朗區 / 74校網 / 資助|http://www.chungsing.edu.hk
010-044-1786-3082|010-044-1786||24762414|ktmy@ktmy.edu.hk|新界元朗錦田|元朗區 / 74校網 / 資助|http://www.ktmy.edu.hk
010-044-1787-3083|010-044-1787||26177926|info@cpcyd.edu.hk|新界天水圍天富苑|元朗區 / 72校網 / 資助|http://www.cpcyd.edu.hk
010-044-1788-3084|010-044-1788||24761101|tungtak@ttsch.edu.hk|新界錦田城門新村|元朗區 / 74校網 / 資助|http://www.ttsch.edu.hk
010-044-1789-3085|010-044-1789||24774109|info@lingoi.edu.hk|新界元朗媽廟路15號|元朗區 / 73校網 / 資助|http://www.lingoi.edu.hk
010-044-1790-3086|010-044-1790||24764962|welcome@skhsjs.edu.hk|新界元朗錦田波地路12號|元朗區 / 74校網 / 資助|https://www.skhsjs.edu.hk
010-044-1791-3087|010-044-1791||24461633|info@skhtswlo.edu.hk|新界元朗天水圍天瑞路82號|元朗區 / 72校網 / 資助|https://www.skhtswlo.edu.hk
010-044-1792-3088|010-044-1792||26179682|lcihotaksum@eservices.hkedcity.net|新界天水圍天盛苑|元朗區 / 72校網 / 資助|https://www.htsps.edu.hk
010-044-1793-3089|010-044-1793||24469883|info@gigamind.edu.hk|元朗天水圍天龍路9號|元朗區 / 私立|http://www.gigamind.edu.hk
010-044-1794-3090|010-044-1794||24451666|mail@cypy.edu.hk|新界元朗天水圍天華路55號|元朗區 / 72校網 / 資助|http://www.cypy.edu.hk
010-044-1795-3091|010-044-1795||24718502|wcsy.office@gmail.com|新界元朗錦繡花園|元朗區 / 74校網 / 資助|https://www.wcsy.edu.hk
010-044-1796-3092|010-044-1796||24456880|lkkpsb@gmail.com|新界元朗天水圍天恩邨|元朗區 / 72校網 / 資助|http://lst-lkkb.edu.hk
010-044-1797-3093|010-044-1797||24486022|lkkpsam@hotmail.com|新界元朗天水圍天瑞邨|元朗區 / 72校網 / 資助|https://www.lst-lkkps.edu.hk
010-044-1798-3094|010-044-1798||24461188|lthps@tungwah.org.hk|新界天水圍天壇街19號|元朗區 / 72校網 / 資助|http://www.twghlthlp.edu.hk
010-044-1799-3095|010-044-1799||24451168|ydcps@tungwah.org.hk|新界天水圍天瑞邨第一期|元朗區 / 72校網 / 資助|http://www.ydc.edu.hk
010-044-1800-3096|010-044-1800||24711915|tun_yu@yahoo.com.hk|新界元朗新田|元朗區 / 74校網 / 資助|http://www.tys.edu.hk
010-044-1801-3097|010-044-1801||31522973|syy-mail@hkedcity.net|新界天水圍天澤邨105區第二期|元朗區 / 72校網 / 資助|http://www.casyymps.edu.hk
010-044-1802-3098|010-044-1802||24480373|email@tswmps.edu.hk|新界天水圍天頌苑|元朗區 / 72校網 / 資助|https://www.tswmps.edu.hk
010-044-1803-3099|010-044-1803||24474288|tswgps@edb.gov.hk|新界元朗天水圍天瑞路8號|元朗區 / 72校網 / 官立|https://www.tswgps.edu.hk
010-044-1804-3100|010-044-1804||26178212|sch@tswcps.edu.hk|新界天水圍天柏路28號|元朗區 / 72校網 / 資助|http://www.tswcps.edu.hk
010-044-1805-3101|010-044-1805||82082092|info@luac.edu.hk|新界元朗馬田欖口村路25號|元朗區 / 直資|https://www.luac.edu.hk
010-044-1806-3102|010-044-1806||24791830||新界元朗安信街10號|元朗區 / 私立|https://elchkls.edu.hk
010-044-1807-3103|010-044-1807||23813904|mail@ccl.edu.hk|新界元朗建德街68號|元朗區 / 74校網 / 資助|http://www.ccl.edu.hk
