id|sub_cat_id|company_name_cn
010-044-2093|010-044|聖公會青衣主恩小學
010-044-2094|010-044|聖公會何澤芸小學
010-044-2095|010-044|聖公會仁立紀念小學
010-044-2096|010-044|聖公會仁立小學
010-044-2097|010-044|聖公會主愛小學
010-044-2098|010-044|聖公會主恩小學
010-044-2099|010-044|祖堯天主教小學
010-044-2100|010-044|石籬聖若望天主教小學
010-044-2101|010-044|石籬天主教小學
010-044-2102|010-044|柏立基教育學院校友會李一諤紀念學校
010-044-2103|010-044|東華三院黃士心小學
010-044-2104|010-044|東華三院高可寧紀念小學
010-044-2105|010-044|東華三院周演森小學
010-044-2106|010-044|慈幼葉漢小學
010-044-2107|010-044|慈幼葉漢千禧小學
010-044-2108|010-044|基督教香港信義會葵盛信義學校
010-044-2109|010-044|地利亞(閩僑)英文小學
010-044-2110|010-044|嗇色園主辦可信學校
010-044-2111|010-044|保良局陳溢小學
010-044-2112|010-044|保良局世德小學
010-044-2113|010-044|佛教林金殿紀念小學
010-044-2114|010-044|佛教林炳炎紀念學校
010-044-2115|010-044|仁濟醫院趙曾學韞小學
010-044-2116|010-044|亞斯理衛理小學
010-044-2117|010-044|中華基督教會基真小學
010-044-2118|010-044|中華基督教會全完第二小學
010-044-2119|010-044|中華傳道會許大同學校
010-044-2120|010-044|中華傳道會呂明才小學
010-044-2121|010-044|香港華人基督教聯會真道書院
010-044-2122|010-044|香港復臨學校
010-044-2123|010-044|香海正覺蓮社佛教黃藻森學校
010-044-2124|010-044|順德聯誼總會梁潔華小學
010-044-2125|010-044|西貢崇真天主教學校(小學部)
010-044-2126|010-044|西貢中心李少欽紀念學校
010-044-2127|010-044|聖公會將軍澳基德小學
010-044-2128|010-044|港澳信義會明道小學
010-044-2129|010-044|港澳信義會小學
010-044-2130|010-044|樂善堂劉德學校
010-044-2131|010-044|東華三院王余家潔紀念小學
010-044-2132|010-044|景林天主教小學
010-044-2133|010-044|播道書院
010-044-2134|010-044|將軍澳循道衛理小學
010-044-2135|010-044|將軍澳官立小學
010-044-2136|010-044|將軍澳天主教小學
010-044-2137|010-044|天主教聖安德肋小學
010-044-2138|010-044|基督教神召會梁省德小學
010-044-2139|010-044|基督教宣道會宣基小學
010-044-2140|010-044|博愛醫院陳國威小學
010-044-2141|010-044|優才(楊殷有娣)書院
010-044-2142|010-044|保良局黃永樹小學
010-044-2143|010-044|保良局馮晴紀念小學
010-044-2144|010-044|保良局陸慶濤小學
010-044-2145|010-044|佛教志蓮小學
010-044-2146|010-044|仁濟醫院陳耀星小學
010-044-2147|010-044|仁愛堂田家炳小學
010-044-2148|010-044|香港道教聯合會雲泉學校
010-044-2149|010-044|香港道教聯合會圓玄學院陳呂重德紀念學校
010-044-2150|010-044|閩僑小學
010-044-2151|010-044|迦密梁省德學校
010-044-2152|010-044|路德會聖馬太學校(秀茂坪)
010-044-2153|010-044|觀塘官立小學(秀明道)
010-044-2154|010-044|觀塘官立小學
010-044-2155|010-044|藍田循道衛理小學
010-044-2156|010-044|聖若翰天主教小學
010-044-2157|010-044|聖若瑟英文小學
010-044-2158|010-044|聖愛德華天主教小學
010-044-2159|010-044|聖安當小學
010-044-2160|010-044|聖公會聖約翰曾肇添小學
010-044-2161|010-044|聖公會油塘基顯小學
010-044-2162|010-044|聖公會李兆強小學
010-044-2163|010-044|聖公會德田李兆強小學
010-044-2164|010-044|聖公會基顯小學
010-044-2165|010-044|聖公會基樂小學
010-044-2166|010-044|聖公會九龍灣基樂小學
010-044-2167|010-044|秀茂坪天主教小學
010-044-2168|010-044|秀明小學
010-044-2169|010-044|浸信宣道會呂明才小學
010-044-2170|010-044|樂華天主教小學
010-044-2171|010-044|樂善堂楊仲明學校
010-044-2172|010-044|天主教柏德學校
010-044-2173|010-044|天主教佑華小學
010-044-2174|010-044|基督教聖約教會堅樂第二小學
010-044-2175|010-044|基督教聖約教會堅樂小學
010-044-2176|010-044|基督教宣道會宣基小學(坪石)
010-044-2177|010-044|坪石天主教小學
010-044-2178|010-044|佛教慈敬學校
010-044-2179|010-044|佐敦谷聖若瑟天主教小學
010-044-2180|010-044|九龍灣聖若翰天主教小學
010-044-2181|010-044|中華基督教會基法小學(油塘)
010-044-2182|010-044|中華基督教會基法小學
010-044-2183|010-044|香港教育工作者聯會黃楚標學校
010-044-2184|010-044|青松侯寶垣小學
010-044-2185|010-044|靈糧堂秀德小學
010-044-2186|010-044|長洲聖心學校
010-044-2187|010-044|聖家學校
010-044-2188|010-044|聖公會偉倫小學
010-044-2189|010-044|梅窩學校
010-044-2190|010-044|東涌天主教學校
010-044-2191|010-044|杯澳公立學校
010-044-2192|010-044|救世軍林拔中紀念學校
010-044-2193|010-044|寶安商會溫浩根小學
010-044-2194|010-044|國民學校
010-044-2195|010-044|嗇色園主辦可譽中學暨可譽小學
010-044-2196|010-044|南丫北段公立小學
010-044-2197|010-044|中華基督教會長洲堂錦江小學
010-044-2198|010-044|中華基督教會大澳小學
010-044-2199|010-044|黃大仙官立小學
010-044-2200|010-044|黃大仙天主教小學
010-044-2201|010-044|聖母小學
010-044-2202|010-044|聖文德天主教小學
010-044-2203|010-044|聖博德學校
010-044-2204|010-044|聖博德天主教小學(蒲崗村道)
010-044-2205|010-044|聖公會基德小學
010-044-2206|010-044|福德學校
010-044-2207|010-044|真鐸學校
010-044-2208|010-044|獻主會溥仁小學
010-044-2209|010-044|浸信會天虹小學
010-044-2210|010-044|慈雲山聖文德天主教小學
010-044-2211|010-044|慈雲山天主教小學
010-044-2212|010-044|德望小學暨幼稚園(小學部)
010-044-2213|010-044|彩雲聖若瑟小學
010-044-2214|010-044|孔教學院大成小學
010-044-2215|010-044|天主教博智小學
010-044-2216|010-044|天主教伍華小學
010-044-2217|010-044|國際基督教優質音樂中學暨小學
010-044-2218|010-044|嘉諾撒小學(新蒲崗)
010-044-2219|010-044|嘉諾撒小學
010-044-2220|010-044|嗇色園主辦可立小學
010-044-2221|010-044|保良局陳南昌夫人小學
010-044-2222|010-044|保良局錦泰小學
010-044-2223|010-044|伊斯蘭鮑伯濤紀念小學
010-044-2224|010-044|中華基督教會基華小學
010-044-2225|010-044|中華基督教會基慈小學
010-044-2226|010-044|中華基督教會基華小學
010-044-2227|010-044|中華基督教會基慈小學
010-045-2226|010-045|聖保羅男女中學
010-045-2227|010-045|聖士提反女子中學
010-045-2228|010-045|聖若瑟書院
010-045-2229|010-045|英皇書院
010-045-2230|010-045|英華女學校
010-045-2231|010-045|聖保羅書院
010-045-2232|010-045|聖嘉勒女書院
010-045-2233|010-045|聖類斯中學
010-045-2234|010-045|高主教書院
010-045-2235|010-045|樂善堂梁銶琚書院
010-045-2236|010-045|聖士提反堂中學
010-045-2237|010-045|香港兆基創意書院
010-045-2238|010-045|瑪利諾修院學校(中學部)
010-045-2239|010-045|協恩中學
010-045-2240|010-045|華英中學
010-045-2241|010-045|喇沙書院
010-045-2242|010-045|迦密中學
010-045-2243|010-045|香港培正中學
010-045-2244|010-045|拔萃男書院
010-045-2245|010-045|民生書院
010-045-2246|010-045|九龍真光中學
010-045-2247|010-045|何明華會督銀禧中學
010-045-2248|010-045|旅港開平商會中學
010-045-2249|010-045|東華三院黃笏南中學
010-045-2250|010-045|保良局顏寶鈴書院
010-045-2251|010-045|嘉諾撒聖家書院
010-045-2252|010-045|基督教女青年會丘佐榮中學
010-045-2253|010-045|香港培道中學
010-045-2254|010-045|何文田官立中學
010-045-2255|010-045|鄧鏡波學校
010-045-2256|010-045|陳瑞祺(喇沙)書院
010-045-2257|010-045|聖公會聖三一堂中學
010-045-2258|010-045|創知中學
010-045-2259|010-045|順德聯誼總會胡兆熾中學
010-045-2260|010-045|中華基督教會基道中學
010-045-2261|010-045|五旬節中學
010-045-2262|010-045|禮賢會彭學高紀念中學
010-045-2263|010-045|獻主會聖母院書院
010-045-2264|010-045|九龍塘學校(中學部)
010-045-2265|010-045|余振強紀念中學
010-045-2266|010-045|聖公會蔡功譜中學
010-045-2267|010-045|德蘭中學
010-045-2268|010-045|新亞中學
010-045-2269|010-045|聖公會聖匠中學
010-045-2270|010-045|賽馬會官立中學
010-045-2271|010-045|基督教香港信義會元朗信義中學
010-045-2272|010-045|天主教崇德英文書院
010-045-2273|010-045|新界鄉議局元朗區中學
010-045-2274|010-045|趙聿修紀念中學
010-045-2275|010-045|香港管理專業協會羅桂祥中學
010-045-2276|010-045|香港青年協會李兆基書院
010-045-2277|010-045|中華基督教會基元中學
010-045-2278|010-045|聖公會白約翰會督中學
010-045-2279|010-045|元朗商會中學
010-045-2280|010-045|東華三院盧幹庭紀念中學
010-045-2281|010-045|中華基督教會基朗中學
010-045-2282|010-045|伊利沙伯中學舊生會中學
010-045-2283|010-045|元朗公立中學
010-045-2284|010-045|十八鄉鄉事委員會公益社中學
010-045-2285|010-045|博愛醫院鄧佩瓊紀念中學
010-045-2286|010-045|裘錦秋中學(元朗)
010-045-2287|010-045|順德聯誼總會翁祐中學
010-045-2288|010-045|中華基督教青年會中學
010-045-2289|010-045|元朗公立中學校友會鄧兆棠中學
010-045-2290|010-045|基督教香港信義會宏信書院
010-045-2291|010-045|天水圍官立中學
010-045-2292|010-045|天水圍循道衛理中學
010-045-2293|010-045|香港中文大學校友會聯會張煊昌中學
010-045-2294|010-045|天水圍香島中學
010-045-2295|010-045|中華基督教會方潤華中學
010-045-2296|010-045|伊利沙伯中學舊生會湯國華中學
010-045-2297|010-045|可道中學(嗇色園主辦)
010-045-2298|010-045|路德會西門英才中學
010-045-2299|010-045|金巴崙長老會耀道中學
010-045-2300|010-045|東華三院馬振玉紀念中學
010-045-2301|010-045|伯裘書院
010-045-2302|010-045|賽馬會毅智書院
010-045-2303|010-045|圓玄學院妙法寺內明陳呂重德紀念中學
010-045-2304|010-045|伯特利中學
010-045-2305|010-045|佛教茂峰法師紀念中學
010-045-2306|010-045|元朗天主教中學
010-045-2307|010-045|天主教培聖中學
010-045-2308|010-045|明愛元朗陳震夏中學
010-045-2309|010-045|東華三院郭一葦中學
010-045-2310|010-045|香港道教聯合會鄧顯紀念中學
010-045-2311|010-045|東華三院甲寅年總理中學
010-045-2312|010-045|田家炳中學
010-045-2313|010-045|聖公會陳融中學
010-045-2314|010-045|風采中學(教育評議會主辦)
010-045-2315|010-045|保良局馬錦明中學
010-045-2316|010-045|東華三院李嘉誠中學
010-045-2317|010-045|粉嶺禮賢會中學
010-045-2318|010-045|鳳溪廖萬石堂中學
010-045-2319|010-045|粉嶺救恩書院
010-045-2320|010-045|基督教香港信義會心誠中學
010-045-2321|010-045|香海正覺蓮社佛教馬錦燦紀念英文中學
010-045-2322|010-045|宣道會陳朱素華紀念中學
010-045-2323|010-045|鳳溪第一中學
010-045-2324|010-045|聖芳濟各書院
010-045-2325|010-045|新界喇沙中學
010-045-2326|010-045|中華基督教會基新中學
010-045-2327|010-045|粉嶺官立中學
010-045-2328|010-045|明愛粉嶺陳震夏中學
010-045-2329|010-045|上水官立中學
010-045-2330|010-045|滬江維多利亞學校
010-045-2331|010-045|漢鼎書院
010-045-2332|010-045|弘立書院
010-045-2333|010-045|港大同學會書院
010-045-2334|010-045|嘉諾撒聖心書院
010-045-2335|010-045|聖士提反書院
010-045-2336|010-045|聖公會呂明才中學
010-045-2337|010-045|香港真光書院
010-045-2338|010-045|聖伯多祿中學
010-045-2339|010-045|香港仔浸信會呂明才書院
010-045-2340|010-045|嘉諾撒培德書院
010-045-2341|010-045|余振強紀念第二中學
010-045-2342|010-045|新會商會陳白沙紀念中學
010-045-2343|010-045|明愛胡振中中學
010-045-2344|010-045|培英中學
010-045-2345|010-045|香港仔工業學校
010-045-2346|010-045|明愛莊月明中學
010-045-2347|010-045|香港航海學校
010-045-2348|010-045|迦密柏雨中學
010-045-2349|010-045|王肇枝中學
010-045-2350|010-045|聖公會莫壽增會督中學
010-045-2351|010-045|南亞路德會沐恩中學
010-045-2352|010-045|恩主教書院
010-045-2353|010-045|孔教學院大成何郭佩珍中學
010-045-2354|010-045|港九街坊婦女會孫方中書院
010-045-2355|010-045|羅定邦中學
010-045-2356|010-045|香港道教聯合會圓玄學院第二中學
010-045-2357|010-045|救恩書院
010-045-2358|010-045|神召會康樂中學
010-045-2359|010-045|迦密聖道中學
010-045-2360|010-045|中華聖潔會靈風中學
010-045-2361|010-045|靈糧堂劉梅軒中學
010-045-2362|010-045|大埔三育中學
010-045-2363|010-045|香港教師會李興貴中學
010-045-2364|010-045|香港紅卍字會大埔卍慈中學
010-045-2365|010-045|新界鄉議局大埔區中學
010-045-2366|010-045|中華基督教會馮梁結紀念中學
010-045-2367|010-045|佛教大光慈航中學
010-045-2368|010-045|東華三院鄺錫坤伉儷中學
010-045-2369|010-045|保良局百周年李兆忠紀念中學
010-045-2370|010-045|保良局董玉娣中學
010-045-2371|010-045|順德聯誼總會梁銶琚中學
010-045-2372|010-045|宣道會陳瑞芝紀念中學
010-045-2373|010-045|仁愛堂田家炳中學
010-045-2374|010-045|順德聯誼總會譚伯羽中學
010-045-2375|010-045|馬錦明慈善基金馬可賓紀念中學
010-045-2376|010-045|南屯門官立中學
010-045-2377|010-045|妙法寺劉金龍中學
010-045-2378|010-045|屯門官立中學
010-045-2379|010-045|屯門天主教中學
010-045-2380|010-045|崇真書院
010-045-2381|010-045|東華三院辛亥年總理中學
010-045-2382|010-045|浸信會永隆中學
010-045-2383|010-045|路德會呂祥光中學
010-045-2384|010-045|迦密唐賓南紀念中學
010-045-2385|010-045|仁濟醫院第二中學
010-045-2386|010-045|香海正覺蓮社佛教梁植偉中學
010-045-2387|010-045|宣道中學
010-045-2388|010-045|新生命教育協會平安福音中學
010-045-2389|010-045|東華三院邱子田紀念中學
010-045-2390|010-045|中華基督教會何福堂書院
010-045-2391|010-045|仁愛堂陳黃淑芳紀念中學
010-045-2392|010-045|聖公會聖西門呂明才中學
010-045-2393|010-045|裘錦秋中學(屯門)
010-045-2394|010-045|廠商會蔡章閣中學
010-045-2395|010-045|新會商會中學
010-045-2396|010-045|深培中學
010-045-2397|010-045|中華基督教會譚李麗芬紀念中學
010-045-2398|010-045|加拿大神召會嘉智中學
010-045-2399|010-045|嗇色園主辦可藝中學
010-045-2400|010-045|鐘聲慈善社胡陳金枝中學
010-045-2401|010-045|青松侯寶垣中學
010-045-2402|010-045|佛教沈香林紀念中學
010-045-2403|010-045|恩平工商會李琳明中學
010-045-2404|010-045|明愛屯門馬登基金中學
010-045-2405|010-045|炮台山循道衛理中學
010-045-2406|010-045|聖馬可中學
010-045-2407|010-045|香港中國婦女會中學
010-045-2408|010-045|庇理羅士女子中學
010-045-2409|010-045|張祝珊英文中學
010-045-2410|010-045|港島民生書院
010-045-2411|010-045|中華基金中學
010-045-2412|010-045|筲箕灣官立中學
010-045-2413|010-045|嘉諾撒書院
010-045-2414|010-045|中華傳道會劉永生中學
010-045-2415|010-045|衛理中學
010-045-2416|010-045|金文泰中學
010-045-2417|010-045|福建中學(小西灣)
010-045-2418|010-045|顯理中學
010-045-2419|010-045|漢華中學
010-045-2420|010-045|培僑中學
010-045-2421|010-045|寶血女子中學
010-045-2422|010-045|慈幼英文學校
010-045-2423|010-045|筲箕灣東官立中學
010-045-2424|010-045|蘇浙公學
010-045-2425|010-045|嶺南中學
010-045-2426|010-045|文理書院(香港)
010-045-2427|010-045|聖貞德中學
010-045-2428|010-045|嶺南衡怡紀念中學
010-045-2429|010-045|張振興伉儷書院
010-045-2430|010-045|中華基督教會桂華山中學
010-045-2431|010-045|伊斯蘭脫維善紀念中學
010-045-2432|010-045|閩僑中學
010-045-2433|010-045|聖公會李福慶中學
010-045-2434|010-045|明愛柴灣馬登基金中學
010-045-2435|010-045|啓新書院
010-045-2436|010-045|沙田培英中學
010-045-2437|010-045|沙田崇真中學
010-045-2438|010-045|浸信會呂明才中學
010-045-2439|010-045|聖公會曾肇添中學
010-045-2440|010-045|聖公會林裘謀中學
010-045-2441|010-045|沙田官立中學
010-045-2442|010-045|沙田循道衛理中學
010-045-2443|010-045|沙田蘇浙公學
010-045-2444|010-045|聖羅撒書院
010-045-2445|010-045|培僑書院
010-045-2446|010-045|天主教郭得勝中學
010-045-2447|010-045|五旬節林漢光中學
010-045-2448|010-045|聖母無玷聖心書院
010-045-2449|010-045|賽馬會體藝中學
010-045-2450|010-045|香港九龍塘基督教中華宣道會鄭榮之中學
010-045-2451|010-045|香港浸會大學附屬學校王錦輝中小學
010-045-2452|010-045|香港神託會培基書院
010-045-2453|010-045|保良局胡忠中學
010-045-2454|010-045|基督書院
010-045-2455|010-045|馬鞍山崇真中學
010-045-2456|010-045|馬鞍山聖若瑟中學
010-045-2457|010-045|樂善堂楊葛小琳中學
010-045-2458|010-045|博愛醫院陳楷紀念中學
010-045-2459|010-045|青年會書院
010-045-2460|010-045|香港中國婦女會馮堯敬紀念中學
010-045-2461|010-045|香港中文大學校友會聯會陳震夏中學
010-045-2462|010-045|梁文燕紀念中學(沙田)
010-045-2463|010-045|五育中學
010-045-2464|010-045|佛教覺光法師中學
010-045-2465|010-045|德信中學
010-045-2466|010-045|東華三院馮黃鳳亭中學
010-045-2467|010-045|林大輝中學
010-045-2468|010-045|潮州會館中學
010-045-2469|010-045|佛教黃允畋中學
010-045-2470|010-045|台山商會中學
010-045-2471|010-045|東莞工商總會劉百樂中學
010-045-2472|010-045|東華三院黃鳳翎中學
010-045-2473|010-045|香港聖瑪加利女書院
010-045-2474|010-045|曾璧山中學
010-045-2475|010-045|樂道中學
010-045-2476|010-045|仁濟醫院董之英紀念中學
010-045-2477|010-045|保良局朱敬文中學
010-045-2478|010-045|明愛馬鞍山中學
010-045-2479|010-045|東華三院邱金元中學
010-045-2480|010-045|保良局莊啟程預科書院
010-045-2481|010-045|真光女書院
010-045-2482|010-045|伊利沙伯中學
010-045-2483|010-045|嘉諾撒聖瑪利書院
010-045-2484|010-045|拔萃女書院
010-045-2485|010-045|九龍華仁書院
010-045-2486|010-045|聖芳濟書院
010-045-2487|010-045|中華基督教會銘基書院
010-045-2488|010-045|香港管理專業協會李國寶中學
010-045-2489|010-045|循道中學
010-045-2490|010-045|世界龍岡學校劉皇發中學
010-045-2491|010-045|港九潮州公會中學
010-045-2492|010-045|基督教香港信義會信義中學
010-045-2493|010-045|聖公會諸聖中學
010-045-2494|010-045|天主教新民書院
010-045-2495|010-045|麗澤中學
010-045-2496|010-045|九龍三育中學
010-045-2497|010-045|官立嘉道理爵士中學(西九龍)
010-045-2498|010-045|崇正中學
010-045-2499|010-045|英華書院
010-045-2500|010-045|寶血會上智英文書院
010-045-2501|010-045|中華基督教會銘賢書院
010-045-2502|010-045|聖母玫瑰書院
010-045-2503|010-045|瑪利諾神父教會學校
010-045-2504|010-045|保良局蔡繼有學校
010-045-2505|010-045|長沙灣天主教英文中學
010-045-2506|010-045|香島中學
010-045-2507|010-045|香港四邑商工總會黃棣珊紀念中學
010-045-2508|010-045|德雅中學
010-045-2509|010-045|保良局唐乃勤初中書院
010-045-2510|010-045|聖瑪加利男女英文中小學
010-045-2511|010-045|基督教崇真中學
010-045-2512|010-045|佛教大雄中學
010-045-2513|010-045|匯基書院
010-045-2514|010-045|路德會協同中學
010-045-2515|010-045|東華三院張明添中學
010-045-2516|010-045|聖公會聖馬利亞堂莫慶堯中學
010-045-2517|010-045|地利亞修女紀念學校(百老匯)
010-045-2518|010-045|陳樹渠紀念中學
010-045-2519|010-045|德貞女子中學
010-045-2520|010-045|九龍工業學校
010-045-2521|010-045|中聖書院
010-045-2522|010-045|地利亞修女紀念學校(吉利徑)
010-045-2523|010-045|天主教南華中學
010-045-2524|010-045|廠商會中學
010-045-2525|010-045|惠僑英文中學
010-045-2526|010-045|中華基督教會公理高中書院
010-045-2527|010-045|皇仁書院
010-045-2528|010-045|聖保祿中學
010-045-2529|010-045|聖保祿學校
010-045-2530|010-045|香港真光中學
010-045-2531|010-045|瑪利曼中學
010-045-2532|010-045|香港華仁書院
010-045-2533|010-045|聖公會鄧肇堅中學
010-045-2534|010-045|嘉諾撒聖方濟各書院
010-045-2535|010-045|香港鄧鏡波書院
010-045-2536|010-045|何東中學
010-045-2537|010-045|佛教黃鳳翎中學
010-045-2538|010-045|鄧肇堅維多利亞官立中學
010-045-2539|010-045|玫瑰崗學校
010-045-2540|010-045|北角協同中學
010-045-2541|010-045|東華三院李潤田紀念中學
010-045-2542|010-045|孔聖堂中學
010-045-2543|010-045|荃灣官立中學
010-045-2544|010-045|可風中學(嗇色園主辦)
010-045-2545|010-045|寶安商會王少清中學
010-045-2546|010-045|荃灣公立何傳耀紀念中學
010-045-2547|010-045|保良局李城璧中學
010-045-2548|010-045|廖寶珊紀念書院
010-045-2549|010-045|荃灣聖芳濟中學
010-045-2550|010-045|博愛醫院歷屆總理聯誼會梁省德中學
010-045-2551|010-045|仁濟醫院林百欣中學
010-045-2552|010-045|紡織學會美國商會胡漢輝中學
010-045-2553|010-045|保良局姚連生中學
010-045-2554|010-045|路德會呂明才中學
010-045-2555|010-045|聖公會李炳中學
010-045-2556|010-045|中華傳道會安柱中學
010-045-2557|010-045|聖公會林護紀念中學
010-045-2558|010-045|天主教母佑會蕭明中學
010-045-2559|010-045|佛教善德英文中學
010-045-2560|010-045|保祿六世書院
010-045-2561|010-045|順德聯誼總會李兆基中學
010-045-2562|010-045|東華三院陳兆民中學
010-045-2563|010-045|中華基督教會全完中學
010-045-2564|010-045|保良局羅傑承(一九八三)中學
010-045-2565|010-045|東華三院伍若瑜夫人紀念中學
010-045-2566|010-045|東華三院吳祥川紀念中學
010-045-2567|010-045|樂善堂顧超文中學
010-045-2568|010-045|中華傳道會李賢堯紀念中學
010-045-2569|010-045|皇仁舊生會中學
010-045-2570|010-045|石籬天主教中學
010-045-2571|010-045|荔景天主教中學
010-045-2572|010-045|葵涌蘇浙公學
010-045-2573|010-045|迦密愛禮信中學
010-045-2574|010-045|樂善堂梁植偉紀念中學
010-045-2575|010-045|中華基督教會燕京書院
010-045-2576|010-045|裘錦秋中學(葵涌)
010-045-2577|010-045|佛教葉紀南紀念中學
010-045-2578|010-045|葵涌循道中學
010-045-2579|010-045|嶺南鍾榮光博士紀念中學
010-045-2580|010-045|獅子會中學
010-045-2581|010-045|香港四邑商工總會陳南昌紀念中學
010-045-2582|010-045|香港道教聯合會圓玄學院第一中學
010-045-2583|010-045|循道衛理聯合教會李惠利中學
010-045-2584|010-045|棉紡會中學
010-045-2585|010-045|天主教慈幼會伍少梅中學
010-045-2586|010-045|明愛聖若瑟中學
010-045-2587|010-045|香港復臨學校
010-045-2588|010-045|優才(楊殷有娣)書院
010-045-2589|010-045|迦密主恩中學
010-045-2590|010-045|景嶺書院
010-045-2591|010-045|保良局羅氏基金中學
010-045-2592|010-045|基督教宣道會宣基中學
010-045-2593|010-045|港澳信義會慕德中學
010-045-2594|010-045|將軍澳官立中學
010-045-2595|010-045|播道書院
010-045-2596|010-045|仁濟醫院王華湘中學
010-045-2597|010-045|香港華人基督教聯會真道書院
010-045-2598|010-045|保良局甲子何玉清中學
010-045-2599|010-045|啟思中學
010-045-2600|010-045|順德聯誼總會鄭裕彤中學
010-045-2601|010-045|東華三院呂潤財紀念中學
010-045-2602|010-045|博愛醫院八十週年鄧英喜中學
010-045-2603|010-045|寶覺中學
010-045-2604|010-045|香港道教聯合會圓玄學院第三中學
010-045-2605|010-045|新界西貢坑口區鄭植之中學
010-045-2606|010-045|匯知中學
010-045-2607|010-045|威靈頓教育機構張沛松紀念中學
010-045-2608|010-045|將軍澳香島中學
010-045-2609|010-045|仁濟醫院靚次伯紀念中學
010-045-2610|010-045|西貢崇真天主教學校(中學部)
010-045-2611|010-045|香海正覺蓮社佛教正覺中學
010-045-2612|010-045|馬錦明慈善基金馬陳端喜紀念中學
010-045-2613|010-045|天主教鳴遠中學
010-045-2614|010-045|路德會官塘書院
010-045-2615|010-045|藍田聖保祿中學
010-045-2616|010-045|中華基督教會蒙民偉書院
010-045-2617|010-045|聖傑靈女子中學
010-045-2618|010-045|聖言中學
010-045-2619|010-045|匯基書院(東九龍)
010-045-2620|010-045|觀塘官立中學
010-045-2621|010-045|順利天主教中學
010-045-2622|010-045|福建中學
010-045-2623|010-045|觀塘瑪利諾書院
010-045-2624|010-045|新生命教育協會呂郭碧鳳中學
010-045-2625|010-045|梁式芝書院
010-045-2626|010-045|聖安當女書院
010-045-2627|010-045|寧波公學
010-045-2628|010-045|寧波第二中學
010-045-2629|010-045|仁濟醫院羅陳楚思中學
010-045-2630|010-045|聖公會基孝中學
010-045-2631|010-045|聖公會梁季彝中學
010-045-2632|010-045|聖若瑟英文中學
010-045-2633|010-045|基督教聖約教會堅樂中學
010-045-2634|010-045|中華基督教會基智中學
010-045-2635|010-045|五邑司徒浩中學
010-045-2636|010-045|基督教中國佈道會聖道迦南書院
010-045-2637|010-045|觀塘功樂官立中學
010-045-2638|010-045|地利亞修女紀念學校(協和)
010-045-2639|010-045|香港道教聯合會青松中學
010-045-2640|010-045|高雷中學
010-045-2641|010-045|慕光英文書院
010-045-2642|010-045|瑪利諾中學
010-045-2643|010-045|佛教何南金中學
010-045-2644|010-045|地利亞修女紀念學校(月華)
010-045-2645|010-045|香港布廠商會朱石麟中學
010-045-2646|010-045|香港聖公會何明華會督中學
010-045-2647|010-045|地利亞修女紀念學校(協和二中)
010-045-2648|010-045|天主教普照中學
010-045-2649|010-045|明愛華德中書院
010-045-2650|010-045|智新書院
010-045-2651|010-045|保良局馬錦明夫人章馥仙中學
010-045-2652|010-045|港青基信書院
010-045-2653|010-045|東涌天主教學校
010-045-2654|010-045|嗇色園主辦可譽中學暨可譽小學
010-045-2655|010-045|靈糧堂怡文中學
010-045-2656|010-045|長洲官立中學
010-045-2657|010-045|香港教育工作者聯會黃楚標中學
010-045-2658|010-045|佛教慧因法師紀念中學
010-045-2659|010-045|佛教筏可紀念中學
010-045-2660|010-045|神召會馬理信書院
010-045-2661|010-045|佛教志蓮中學
010-045-2662|010-045|國際基督教優質音樂中學暨小學
010-045-2663|010-045|保良局第一張永慶中學
010-045-2664|010-045|德望學校
010-045-2665|010-045|中華基督教會協和書院
010-045-2666|010-045|保良局何蔭棠中學
010-045-2667|010-045|德愛中學
010-045-2668|010-045|聖母書院
010-045-2669|010-045|可立中學(嗇色園主辦)
010-045-2670|010-045|佛教孔仙洲紀念中學
010-045-2671|010-045|聖文德書院
010-045-2672|010-045|香港神託會培敦中學
010-045-2673|010-045|文理書院(九龍)
010-045-2674|010-045|潔心林炳炎中學
010-045-2675|010-045|天主教伍華中學
010-045-2676|010-045|彩虹邨天主教英文中學
010-045-2677|010-045|樂善堂余近卿中學
010-045-2678|010-045|中華基督教會扶輪中學
010-045-2679|010-045|聖公會聖本德中學
010-045-2680|010-045|李求恩紀念中學
010-045-2681|010-045|樂善堂王仲銘中學
010-045-2682|010-045|中華基督教會基協中學
010-045-2683|010-045|五旬節聖潔會永光書院
010-045-2684|010-045|龍翔官立中學
010-045-2685|010-045|救世軍卜維廉中學
010-045-2686|010-045|龍翔官立中學
010-045-2687|010-045|救世軍卜維廉中學
010-046-2686|010-046|香港城市大學
010-046-2687|010-046|香港浸會大學
010-046-2688|010-046|嶺南大學
010-046-2689|010-046|香港中文大學
010-046-2690|010-046|香港教育大學
010-046-2691|010-046|香港理工大學
010-046-2692|010-046|香港科技大學
010-046-2693|010-046|香港大學
010-046-2694|010-046|香港都會大學
010-046-2695|010-046|香港樹仁大學
010-046-2696|010-046|香港恒生大學
010-046-2697|010-046|東華學院
010-046-2698|010-046|香港伍倫貢學院
010-046-2699|010-046|耀中幼教學院
010-046-2700|010-046|明愛專上學院
010-046-2701|010-046|明德學院
010-046-2702|010-046|珠海學院
010-046-2703|010-046|宏恩基督教學院
010-046-2704|010-046|港專學院
010-046-2705|010-046|香港演藝學院
